customer_id,first_name,last_name,email,phone,city
259,,,,8873989506,Chennai
115,,,,8897865802,Mumbai
245,,,,8742558617,Chennai
382,,,,8950391505,Jaipur
426,,,,8688047387,Pune
167,,,,8287670027,Jaipur
412,,,,8045466019,Mumbai
401,,,,8851160861,Chennai
70,,,,8054708565,Delhi
356,,,,8261253108,Chennai
196,,,,8842465285,Mumbai
87,,,,8296602705,Hyderabad
137,,,,8746028588,Pune
272,,,,8581853951,Ahmedabad
9,,,,8833546081,Jaipur
389,,,,8830349319,Bengaluru
172,,,,8158828277,Chennai
125,,,,8049756382,Delhi
376,,,,8997591057,Bengaluru
193,,,,8655375326,Delhi
413,,,,8668428651,Ahmedabad
28,,,,8148950609,Chennai
26,,,,8417953747,Bengaluru
150,,,,8378945021,Delhi
469,,,,8672780782,Bengaluru
51,,,,8539078949,Delhi
58,,,,8563144265,Chennai
102,,,,8090723048,Pune
93,,,,8834773481,Mumbai
436,,,,8798843816,Chennai
275,,,,8710966852,Hyderabad
91,,,,8233303316,Delhi
403,,,,8065800364,Pune
416,,,,8414538052,Hyderabad
316,,,,8363866836,Mumbai
5,,,,8704271217,Bengaluru
285,,,,8890785453,Chennai
63,,,,8018195136,Pune
321,,,,8627202150,Mumbai
248,,,,8237636002,Mumbai
195,,,,8712057333,Chennai
491,,,,8521045653,Delhi
282,,,,8081134328,Delhi
357,,,,8984685526,Delhi
365,,,,8945505804,Mumbai
305,,,,8629571983,Chennai
144,,,,8133567488,Pune
364,,,,8604023521,Pune
341,,,,8914115045,Pune
173,,,,8461948818,Mumbai
500,New500,Customer,new500@gmail.com,9544730119,Mumbai
501,New501,Customer,new501@gmail.com,9765226063,Jaipur
502,New502,Customer,new502@gmail.com,9062128462,Chennai
503,New503,Customer,new503@gmail.com,9410196490,Jaipur
504,New504,Customer,new504@gmail.com,9449850244,Jaipur
505,New505,Customer,new505@gmail.com,9637061220,Jaipur
506,New506,Customer,new506@gmail.com,9179369685,Mumbai
507,New507,Customer,new507@gmail.com,9317084030,Pune
508,New508,Customer,new508@gmail.com,9810679652,Chennai
509,New509,Customer,new509@gmail.com,9611032294,Bengaluru
510,New510,Customer,new510@gmail.com,9864462888,Mumbai
511,New511,Customer,new511@gmail.com,9099289917,Jaipur
512,New512,Customer,new512@gmail.com,9870547548,Bengaluru
513,New513,Customer,new513@gmail.com,9320509175,Chennai
514,New514,Customer,new514@gmail.com,9219139628,Mumbai
515,New515,Customer,new515@gmail.com,9783875596,Ahmedabad
516,New516,Customer,new516@gmail.com,9572310825,Delhi
517,New517,Customer,new517@gmail.com,9222628382,Hyderabad
518,New518,Customer,new518@gmail.com,9807245873,Mumbai
519,New519,Customer,new519@gmail.com,9676506615,Hyderabad
520,New520,Customer,new520@gmail.com,9701055538,Hyderabad
521,New521,Customer,new521@gmail.com,9953022737,Chennai
522,New522,Customer,new522@gmail.com,9052458415,Jaipur
523,New523,Customer,new523@gmail.com,9018280978,Chennai
524,New524,Customer,new524@gmail.com,9671325356,Hyderabad
525,New525,Customer,new525@gmail.com,9161586134,Mumbai
526,New526,Customer,new526@gmail.com,9152311676,Hyderabad
527,New527,Customer,new527@gmail.com,9060148665,Bengaluru
528,New528,Customer,new528@gmail.com,9515921076,Bengaluru
529,New529,Customer,new529@gmail.com,9034542597,Bengaluru
530,New530,Customer,new530@gmail.com,9380972353,Hyderabad
531,New531,Customer,new531@gmail.com,9834237757,Hyderabad
532,New532,Customer,new532@gmail.com,9746416719,Bengaluru
533,New533,Customer,new533@gmail.com,9699982302,Chennai
534,New534,Customer,new534@gmail.com,9879493428,Jaipur
535,New535,Customer,new535@gmail.com,9619681572,Pune
536,New536,Customer,new536@gmail.com,9592246227,Ahmedabad
537,New537,Customer,new537@gmail.com,9939343990,Ahmedabad
538,New538,Customer,new538@gmail.com,9397022592,Bengaluru
539,New539,Customer,new539@gmail.com,9013053127,Chennai
540,New540,Customer,new540@gmail.com,9218809316,Pune
541,New541,Customer,new541@gmail.com,9342729560,Hyderabad
542,New542,Customer,new542@gmail.com,9466929233,Ahmedabad
543,New543,Customer,new543@gmail.com,9782932823,Hyderabad
544,New544,Customer,new544@gmail.com,9114207638,Jaipur
545,New545,Customer,new545@gmail.com,9961448443,Pune
546,New546,Customer,new546@gmail.com,9933016847,Mumbai
547,New547,Customer,new547@gmail.com,9275816841,Hyderabad
548,New548,Customer,new548@gmail.com,9024527741,Hyderabad
549,New549,Customer,new549@gmail.com,9755135449,Mumbai
